Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
4/9/2023,China Ferry Terminal,Departure,499,326,67,892
4/3/2023,China Ferry Terminal,Departure,962,326,34,1322
10/2/2023,China Ferry Terminal,Departure,862,329,23,1214
5/6/2023,China Ferry Terminal,Departure,626,332,54,1012
9/4/2023,China Ferry Terminal,Arrival,3635,334,34,4003
9/2/2023,China Ferry Terminal,Arrival,491,335,23,849
10/9/2023,China Ferry Terminal,Arrival,1189,336,52,1577
1/3/2023,China Ferry Terminal,Departure,603,341,31,975
11/4/2023,China Ferry Terminal,Departure,643,345,30,1018
11/10/2023,China Ferry Terminal,Departure,670,349,73,1092
12/9/2023,China Ferry Terminal,Departure,522,350,50,922
3/4/2023,China Ferry Terminal,Arrival,499,353,58,910
11/2/2023,China Ferry Terminal,Arrival,473,356,35,864
4/4/2023,China Ferry Terminal,Arrival,540,360,34,934
9/9/2023,China Ferry Terminal,Departure,1036,365,47,1448
5/9/2023,China Ferry Terminal,Departure,582,373,54,1009
8/9/2023,China Ferry Terminal,Departure,808,376,55,1239
6/3/2023,China Ferry Terminal,Departure,679,379,33,1091
7/3/2023,China Ferry Terminal,Departure,583,382,34,999
6/11/2023,China Ferry Terminal,Departure,677,382,82,1141
8/3/2023,China Ferry Terminal,Departure,550,384,37,971
12/2/2023,China Ferry Terminal,Departure,481,390,41,912
8/9/2023,China Ferry Terminal,Arrival,638,394,44,1076
10/3/2023,China Ferry Terminal,Departure,974,394,29,1397
6/4/2023,China Ferry Terminal,Departure,2776,394,53,3223
6/9/2023,China Ferry Terminal,Departure,570,397,37,1004
11/3/2023,China Ferry Terminal,Departure,845,398,41,1284
8/3/2023,China Ferry Terminal,Arrival,509,401,37,947
1/3/2023,China Ferry Terminal,Arrival,546,402,38,986
2/6/2023,China Ferry Terminal,Departure,687,402,35,1124
8/4/2023,China Ferry Terminal,Departure,2295,403,43,2741
10/2/2023,China Ferry Terminal,Arrival,556,404,26,986
9/3/2023,China Ferry Terminal,Departure,647,405,36,1088
4/6/2023,China Ferry Terminal,Arrival,841,406,31,1278
5/5/2023,China Ferry Terminal,Departure,737,407,38,1182
6/4/2023,China Ferry Terminal,Arrival,1151,411,50,1612
12/9/2023,China Ferry Terminal,Arrival,439,417,43,899
2/3/2023,China Ferry Terminal,Arrival,573,417,26,1016
7/3/2023,China Ferry Terminal,Arrival,482,421,44,947
3/3/2023,China Ferry Terminal,Departure,1041,421,35,1497
10/5/2023,China Ferry Terminal,Departure,557,422,54,1033
1/6/2023,China Ferry Terminal,Departure,504,432,30,966
7/4/2023,China Ferry Terminal,Arrival,1097,432,43,1572
7/11/2023,China Ferry Terminal,Departure,556,435,68,1059
5/4/2023,China Ferry Terminal,Departure,2777,435,59,3271
10/6/2023,China Ferry Terminal,Departure,805,436,46,1287
6/6/2023,China Ferry Terminal,Departure,585,440,68,1093
1/11/2023,China Ferry Terminal,Departure,614,440,58,1112
6/10/2023,China Ferry Terminal,Arrival,472,441,40,953
10/10/2023,China Ferry Terminal,Arrival,559,441,66,1066
4/4/2023,China Ferry Terminal,Departure,2932,441,54,3427
11/9/2023,China Ferry Terminal,Arrival,543,442,33,1018
3/6/2023,China Ferry Terminal,Departure,687,443,54,1184
1/6/2023,China Ferry Terminal,Arrival,510,451,51,1012
9/5/2023,China Ferry Terminal,Departure,637,451,44,1132
3/4/2023,China Ferry Terminal,Departure,1118,453,59,1630
7/6/2023,China Ferry Terminal,Departure,590,465,58,1113
2/4/2023,China Ferry Terminal,Arrival,727,467,47,1241
12/3/2023,China Ferry Terminal,Arrival,1238,469,21,1728
7/9/2023,China Ferry Terminal,Departure,514,470,49,1033
8/5/2023,China Ferry Terminal,Arrival,534,470,45,1049
9/11/2023,China Ferry Terminal,Departure,664,471,58,1193
2/11/2023,China Ferry Terminal,Arrival,552,472,85,1109
11/10/2023,China Ferry Terminal,Arrival,520,475,60,1055
9/4/2023,China Ferry Terminal,Departure,1005,477,52,1534
3/11/2023,China Ferry Terminal,Departure,1087,477,46,1610
12/10/2023,China Ferry Terminal,Departure,667,478,75,1220
6/3/2023,China Ferry Terminal,Arrival,627,484,26,1137
1/7/2023,China Ferry Terminal,Departure,1493,484,41,2018
9/3/2023,China Ferry Terminal,Arrival,574,486,53,1113
6/9/2023,China Ferry Terminal,Arrival,486,487,67,1040
8/11/2023,China Ferry Terminal,Departure,657,487,54,1198
5/4/2023,China Ferry Terminal,Arrival,888,492,53,1433
5/9/2023,China Ferry Terminal,Arrival,448,493,32,973
6/5/2023,China Ferry Terminal,Departure,742,494,49,1285
2/11/2023,China Ferry Terminal,Departure,603,495,47,1145
4/9/2023,China Ferry Terminal,Arrival,467,496,40,1003
9/9/2023,China Ferry Terminal,Arrival,530,496,58,1084
5/6/2023,China Ferry Terminal,Arrival,509,502,47,1058
9/6/2023,China Ferry Terminal,Departure,929,503,45,1477
4/5/2023,China Ferry Terminal,Departure,557,506,36,1099
8/6/2023,China Ferry Terminal,Arrival,571,508,48,1127
8/5/2023,China Ferry Terminal,Departure,757,508,61,1326
12/11/2023,China Ferry Terminal,Arrival,1443,510,72,2025
4/5/2023,China Ferry Terminal,Arrival,503,513,40,1056
1/11/2023,China Ferry Terminal,Arrival,516,515,75,1106
7/9/2023,China Ferry Terminal,Arrival,474,518,61,1053
12/6/2023,China Ferry Terminal,Departure,693,518,56,1267
5/12/2023,China Ferry Terminal,Departure,643,523,145,1311
3/7/2023,China Ferry Terminal,Departure,731,525,52,1308
1/4/2023,China Ferry Terminal,Departure,1518,529,32,2079
7/7/2023,China Ferry Terminal,Departure,861,536,61,1458
10/11/2023,China Ferry Terminal,Departure,1111,537,55,1703
8/11/2023,China Ferry Terminal,Arrival,555,539,71,1165
4/7/2023,China Ferry Terminal,Departure,725,539,47,1311
2/6/2023,China Ferry Terminal,Arrival,671,541,45,1257
9/11/2023,China Ferry Terminal,Arrival,594,542,67,1203
3/3/2023,China Ferry Terminal,Arrival,751,544,53,1348
5/3/2023,China Ferry Terminal,Arrival,1191,545,19,1755
10/9/2023,China Ferry Terminal,Departure,389,557,61,1007
6/11/2023,China Ferry Terminal,Arrival,590,559,70,1219
12/6/2023,China Ferry Terminal,Arrival,607,560,62,1229
5/3/2023,China Ferry Terminal,Departure,505,562,57,1124
10/11/2023,China Ferry Terminal,Arrival,763,562,110,1435
5/11/2023,China Ferry Terminal,Arrival,1491,564,86,2141
4/12/2023,China Ferry Terminal,Departure,753,569,82,1404
11/6/2023,China Ferry Terminal,Arrival,1106,569,35,1710
6/12/2023,China Ferry Terminal,Departure,660,572,116,1348
10/3/2023,China Ferry Terminal,Arrival,707,572,63,1342
9/5/2023,China Ferry Terminal,Arrival,468,579,74,1121
1/12/2023,China Ferry Terminal,Departure,1417,580,147,2144
7/7/2023,China Ferry Terminal,Arrival,869,581,74,1524
3/5/2023,China Ferry Terminal,Arrival,553,585,60,1198
3/11/2023,China Ferry Terminal,Arrival,688,587,133,1408
4/11/2023,China Ferry Terminal,Departure,1120,591,47,1758
6/7/2023,China Ferry Terminal,Arrival,660,595,67,1322
8/6/2023,China Ferry Terminal,Departure,612,596,54,1262
10/4/2023,China Ferry Terminal,Arrival,4302,597,41,4940
4/12/2023,China Ferry Terminal,Arrival,928,601,150,1679
7/12/2023,China Ferry Terminal,Arrival,607,603,163,1373
12/4/2023,China Ferry Terminal,Departure,605,604,67,1276
7/11/2023,China Ferry Terminal,Arrival,502,607,90,1199
6/12/2023,China Ferry Terminal,Arrival,567,607,178,1352
11/11/2023,China Ferry Terminal,Departure,1135,607,60,1802
7/6/2023,China Ferry Terminal,Arrival,518,613,37,1168
5/7/2023,China Ferry Terminal,Departure,571,619,73,1263
6/7/2023,China Ferry Terminal,Departure,604,620,54,1278
9/6/2023,China Ferry Terminal,Arrival,702,620,83,1405
12/5/2023,China Ferry Terminal,Departure,973,620,42,1635
11/5/2023,China Ferry Terminal,Departure,573,623,50,1246
7/5/2023,China Ferry Terminal,Departure,382,625,69,1076
4/7/2023,China Ferry Terminal,Arrival,749,628,50,1427
10/7/2023,China Ferry Terminal,Departure,736,630,77,1443
6/6/2023,China Ferry Terminal,Arrival,522,642,52,1216
4/6/2023,China Ferry Terminal,Departure,406,644,49,1099
5/5/2023,China Ferry Terminal,Arrival,617,647,63,1327
5/7/2023,China Ferry Terminal,Arrival,556,654,70,1280
12/10/2023,China Ferry Terminal,Arrival,545,660,70,1275
7/12/2023,China Ferry Terminal,Departure,659,661,112,1432
12/5/2023,China Ferry Terminal,Arrival,715,662,89,1466
1/12/2023,China Ferry Terminal,Arrival,928,663,168,1759
8/12/2023,China Ferry Terminal,Departure,1083,665,123,1871
2/7/2023,China Ferry Terminal,Departure,375,669,37,1081
7/5/2023,China Ferry Terminal,Arrival,975,670,37,1682
5/12/2023,China Ferry Terminal,Arrival,676,683,149,1508
2/12/2023,China Ferry Terminal,Departure,1543,686,140,2369
3/7/2023,China Ferry Terminal,Arrival,702,691,52,1445
8/4/2023,China Ferry Terminal,Arrival,1774,692,49,2515
4/3/2023,China Ferry Terminal,Arrival,552,693,69,1314
3/12/2023,China Ferry Terminal,Arrival,1844,703,108,2655
2/7/2023,China Ferry Terminal,Arrival,2062,705,44,2811
3/6/2023,China Ferry Terminal,Arrival,478,707,40,1225
12/7/2023,China Ferry Terminal,Arrival,584,711,64,1359
11/7/2023,China Ferry Terminal,Departure,627,714,56,1397
12/3/2023,China Ferry Terminal,Departure,507,723,38,1268
12/12/2023,China Ferry Terminal,Arrival,647,724,126,1497
12/7/2023,China Ferry Terminal,Departure,642,731,64,1437
11/12/2023,China Ferry Terminal,Departure,750,733,174,1657
9/12/2023,China Ferry Terminal,Departure,1305,734,161,2200
10/12/2023,China Ferry Terminal,Arrival,1356,741,209,2306
8/12/2023,China Ferry Terminal,Arrival,976,764,168,1908
2/4/2023,China Ferry Terminal,Departure,901,766,57,1724
12/12/2023,China Ferry Terminal,Departure,834,775,135,1744
6/5/2023,China Ferry Terminal,Arrival,525,776,69,1370
11/5/2023,China Ferry Terminal,Arrival,564,782,70,1416
5/11/2023,China Ferry Terminal,Departure,451,792,73,1316
12/11/2023,China Ferry Terminal,Departure,561,801,92,1454
11/3/2023,China Ferry Terminal,Arrival,473,803,49,1325
8/7/2023,China Ferry Terminal,Departure,945,804,40,1789
10/5/2023,China Ferry Terminal,Arrival,553,811,65,1429
11/12/2023,China Ferry Terminal,Arrival,1274,815,176,2265
2/8/2023,China Ferry Terminal,Departure,766,840,40,1646
1/8/2023,China Ferry Terminal,Departure,718,844,40,1602
11/6/2023,China Ferry Terminal,Departure,486,882,64,1432
11/7/2023,China Ferry Terminal,Arrival,633,890,73,1596
1/7/2023,China Ferry Terminal,Arrival,549,894,56,1499
9/7/2023,China Ferry Terminal,Departure,565,897,55,1517
8/8/2023,China Ferry Terminal,Departure,749,905,44,1698
3/8/2023,China Ferry Terminal,Departure,789,916,47,1752
5/10/2023,China Ferry Terminal,Arrival,819,928,81,1828
2/8/2023,China Ferry Terminal,Arrival,598,930,43,1571
10/7/2023,China Ferry Terminal,Arrival,745,934,81,1760
9/8/2023,China Ferry Terminal,Departure,737,954,62,1753
9/7/2023,China Ferry Terminal,Arrival,1200,958,40,2198
1/4/2023,China Ferry Terminal,Arrival,456,962,78,1496
12/4/2023,China Ferry Terminal,Arrival,1058,964,93,2115
3/12/2023,China Ferry Terminal,Departure,623,976,96,1695
4/11/2023,China Ferry Terminal,Arrival,548,980,111,1639
6/10/2023,China Ferry Terminal,Departure,756,993,67,1816
4/8/2023,China Ferry Terminal,Departure,1255,993,47,2295
1/8/2023,China Ferry Terminal,Arrival,736,1017,48,1801
9/8/2023,China Ferry Terminal,Arrival,702,1018,55,1775
11/11/2023,China Ferry Terminal,Arrival,549,1022,101,1672
7/8/2023,China Ferry Terminal,Departure,842,1042,59,1943
10/8/2023,China Ferry Terminal,Departure,821,1065,61,1947
10/6/2023,China Ferry Terminal,Arrival,490,1067,62,1619
2/12/2023,China Ferry Terminal,Arrival,722,1081,189,1992
5/8/2023,China Ferry Terminal,Departure,1395,1093,59,2547
3/8/2023,China Ferry Terminal,Arrival,733,1094,59,1886
10/8/2023,China Ferry Terminal,Arrival,687,1103,121,1911
8/8/2023,China Ferry Terminal,Arrival,796,1109,69,1974
10/12/2023,China Ferry Terminal,Departure,773,1134,166,2073
7/8/2023,China Ferry Terminal,Arrival,895,1144,53,2092
1/10/2023,China Ferry Terminal,Departure,919,1155,43,2117
11/8/2023,China Ferry Terminal,Arrival,791,1158,95,2044
11/8/2023,China Ferry Terminal,Departure,1177,1185,65,2427
4/8/2023,China Ferry Terminal,Arrival,799,1199,87,2085
8/7/2023,China Ferry Terminal,Arrival,509,1257,60,1826
12/8/2023,China Ferry Terminal,Departure,1343,1287,69,2699
11/4/2023,China Ferry Terminal,Arrival,1715,1291,77,3083
6/8/2023,China Ferry Terminal,Arrival,1654,1323,49,3026
6/8/2023,China Ferry Terminal,Departure,620,1429,69,2118
9/12/2023,China Ferry Terminal,Arrival,670,1432,193,2295
1/5/2023,China Ferry Terminal,Departure,464,1573,65,2102
2/5/2023,China Ferry Terminal,Arrival,976,1637,82,2695
4/10/2023,China Ferry Terminal,Arrival,755,1649,66,2470
2/10/2023,China Ferry Terminal,Departure,544,1822,47,2413
2/10/2023,China Ferry Terminal,Arrival,4528,1854,76,6458
3/10/2023,China Ferry Terminal,Departure,668,1873,65,2606
4/10/2023,China Ferry Terminal,Departure,746,1877,74,2697
5/8/2023,China Ferry Terminal,Arrival,721,1885,56,2662
1/5/2023,China Ferry Terminal,Arrival,2692,1966,80,4738
12/8/2023,China Ferry Terminal,Arrival,754,1972,86,2812
5/10/2023,China Ferry Terminal,Departure,734,2015,97,2846
3/5/2023,China Ferry Terminal,Departure,792,2112,89,2993
2/5/2023,China Ferry Terminal,Departure,650,2149,66,2865
3/10/2023,China Ferry Terminal,Arrival,1701,2340,120,4161
1/10/2023,China Ferry Terminal,Arrival,1787,2403,59,4249
